Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2019,4,14,Sun,1,0,5.0
1,2019,4,14,Sun,1,0,15.0
1,2019,4,14,Sun,1,0,25.0
1,2019,4,14,Sun,1,0,35.0
2,2019,4,14,Sun,1,0,5.0
2,2019,4,14,Sun,1,0,15.0
2,2019,4,14,Sun,1,0,25.0
2,2019,4,14,Sun,1,0,35.0
3,2019,4,14,Sun,1,78,5.0
3,2019,4,14,Sun,1,77,15.0
3,2019,4,14,Sun,1,76,25.0
3,2019,4,14,Sun,1,76,35.0
4,2019,4,14,Sun,1,10,5.0
4,2019,4,14,Sun,1,9,15.0
4,2019,4,14,Sun,1,9,25.0
4,2019,4,14,Sun,1,8,35.0
5,2019,4,14,Sun,1,113,5.0
5,2019,4,14,Sun,1,114,15.0
5,2019,4,14,Sun,1,116,25.0
5,2019,4,14,Sun,1,118,35.0
6,2019,4,14,Sun,1,0,5.0
6,2019,4,14,Sun,1,0,15.0
6,2019,4,14,Sun,1,0,25.0
6,2019,4,14,Sun,1,0,35.0
7,2019,4,14,Sun,1,0,5.0
7,2019,4,14,Sun,1,0,15.0
7,2019,4,14,Sun,1,0,25.0
7,2019,4,14,Sun,1,0,35.0
8,2019,4,14,Sun,1,45,5.0
8,2019,4,14,Sun,1,44,15.0
8,2019,4,14,Sun,1,43,25.0
8,2019,4,14,Sun,1,43,35.0
9,2019,4,14,Sun,1,41,5.0
9,2019,4,14,Sun,1,39,15.0
9,2019,4,14,Sun,1,37,25.0
9,2019,4,14,Sun,1,34,35.0
10,2019,4,14,Sun,1,46,5.0
10,2019,4,14,Sun,1,45,15.0
10,2019,4,14,Sun,1,45,25.0
10,2019,4,14,Sun,1,45,35.0
11,2019,4,14,Sun,1,0,5.0
11,2019,4,14,Sun,1,0,15.0
11,2019,4,14,Sun,1,0,25.0
11,2019,4,14,Sun,1,0,35.0
12,2019,4,14,Sun,1,0,5.0
12,2019,4,14,Sun,1,0,15.0
12,2019,4,14,Sun,1,0,25.0
12,2019,4,14,Sun,1,0,35.0
13,2019,4,14,Sun,1,33,5.0
13,2019,4,14,Sun,1,33,15.0
13,2019,4,14,Sun,1,33,25.0
13,2019,4,14,Sun,1,33,35.0
14,2019,4,14,Sun,1,30,5.0
14,2019,4,14,Sun,1,30,15.0
14,2019,4,14,Sun,1,29,25.0
14,2019,4,14,Sun,1,30,35.0
15,2019,4,14,Sun,1,40,5.0
15,2019,4,14,Sun,1,39,15.0
15,2019,4,14,Sun,1,38,25.0
15,2019,4,14,Sun,1,37,35.0
16,2019,4,14,Sun,1,0,5.0
16,2019,4,14,Sun,1,0,15.0
16,2019,4,14,Sun,1,0,25.0
16,2019,4,14,Sun,1,0,35.0
17,2019,4,14,Sun,1,0,5.0
17,2019,4,14,Sun,1,0,15.0
17,2019,4,14,Sun,1,0,25.0
17,2019,4,14,Sun,1,0,35.0
18,2019,4,14,Sun,1,5,5.0
18,2019,4,14,Sun,1,5,15.0
18,2019,4,14,Sun,1,5,25.0
18,2019,4,14,Sun,1,6,35.0
19,2019,4,14,Sun,1,22,5.0
19,2019,4,14,Sun,1,21,15.0
19,2019,4,14,Sun,1,21,25.0
19,2019,4,14,Sun,1,20,35.0
20,2019,4,14,Sun,1,30,5.0
20,2019,4,14,Sun,1,29,15.0
20,2019,4,14,Sun,1,28,25.0
20,2019,4,14,Sun,1,28,35.0
21,2019,4,14,Sun,1,0,5.0
21,2019,4,14,Sun,1,0,15.0
21,2019,4,14,Sun,1,0,25.0
21,2019,4,14,Sun,1,0,35.0
22,2019,4,14,Sun,1,0,5.0
22,2019,4,14,Sun,1,0,15.0
22,2019,4,14,Sun,1,0,25.0
22,2019,4,14,Sun,1,0,35.0
23,2019,4,14,Sun,1,0,5.0
23,2019,4,14,Sun,1,0,15.0
23,2019,4,14,Sun,1,0,25.0
23,2019,4,14,Sun,1,0,35.0
24,2019,4,14,Sun,1,17,5.0
24,2019,4,14,Sun,1,17,15.0
24,2019,4,14,Sun,1,17,25.0
24,2019,4,14,Sun,1,17,35.0
25,2019,4,14,Sun,1,25,5.0
25,2019,4,14,Sun,1,25,15.0
25,2019,4,14,Sun,1,25,25.0
25,2019,4,14,Sun,1,25,35.0
