Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,12,21,Fri,5,0,5.0
1,2018,12,21,Fri,5,0,15.0
1,2018,12,21,Fri,5,0,25.0
1,2018,12,21,Fri,5,0,35.0
2,2018,12,21,Fri,5,0,5.0
2,2018,12,21,Fri,5,0,15.0
2,2018,12,21,Fri,5,0,25.0
2,2018,12,21,Fri,5,0,35.0
3,2018,12,21,Fri,5,88,5.0
3,2018,12,21,Fri,5,85,15.0
3,2018,12,21,Fri,5,82,25.0
3,2018,12,21,Fri,5,80,35.0
4,2018,12,21,Fri,5,7,5.0
4,2018,12,21,Fri,5,6,15.0
4,2018,12,21,Fri,5,6,25.0
4,2018,12,21,Fri,5,5,35.0
5,2018,12,21,Fri,5,72,5.0
5,2018,12,21,Fri,5,71,15.0
5,2018,12,21,Fri,5,71,25.0
5,2018,12,21,Fri,5,72,35.0
6,2018,12,21,Fri,5,0,5.0
6,2018,12,21,Fri,5,0,15.0
6,2018,12,21,Fri,5,0,25.0
6,2018,12,21,Fri,5,0,35.0
7,2018,12,21,Fri,5,0,5.0
7,2018,12,21,Fri,5,0,15.0
7,2018,12,21,Fri,5,0,25.0
7,2018,12,21,Fri,5,0,35.0
8,2018,12,21,Fri,5,69,5.0
8,2018,12,21,Fri,5,67,15.0
8,2018,12,21,Fri,5,65,25.0
8,2018,12,21,Fri,5,64,35.0
9,2018,12,21,Fri,5,64,5.0
9,2018,12,21,Fri,5,63,15.0
9,2018,12,21,Fri,5,61,25.0
9,2018,12,21,Fri,5,60,35.0
10,2018,12,21,Fri,5,44,5.0
10,2018,12,21,Fri,5,42,15.0
10,2018,12,21,Fri,5,41,25.0
10,2018,12,21,Fri,5,39,35.0
11,2018,12,21,Fri,5,0,5.0
11,2018,12,21,Fri,5,0,15.0
11,2018,12,21,Fri,5,0,25.0
11,2018,12,21,Fri,5,0,35.0
12,2018,12,21,Fri,5,0,5.0
12,2018,12,21,Fri,5,0,15.0
12,2018,12,21,Fri,5,0,25.0
12,2018,12,21,Fri,5,0,35.0
13,2018,12,21,Fri,5,27,5.0
13,2018,12,21,Fri,5,27,15.0
13,2018,12,21,Fri,5,27,25.0
13,2018,12,21,Fri,5,27,35.0
14,2018,12,21,Fri,5,29,5.0
14,2018,12,21,Fri,5,29,15.0
14,2018,12,21,Fri,5,29,25.0
14,2018,12,21,Fri,5,29,35.0
15,2018,12,21,Fri,5,29,5.0
15,2018,12,21,Fri,5,28,15.0
15,2018,12,21,Fri,5,27,25.0
15,2018,12,21,Fri,5,26,35.0
16,2018,12,21,Fri,5,0,5.0
16,2018,12,21,Fri,5,0,15.0
16,2018,12,21,Fri,5,0,25.0
16,2018,12,21,Fri,5,0,35.0
17,2018,12,21,Fri,5,0,5.0
17,2018,12,21,Fri,5,0,15.0
17,2018,12,21,Fri,5,0,25.0
17,2018,12,21,Fri,5,0,35.0
18,2018,12,21,Fri,5,5,5.0
18,2018,12,21,Fri,5,6,15.0
18,2018,12,21,Fri,5,6,25.0
18,2018,12,21,Fri,5,6,35.0
19,2018,12,21,Fri,5,19,5.0
19,2018,12,21,Fri,5,19,15.0
19,2018,12,21,Fri,5,19,25.0
19,2018,12,21,Fri,5,19,35.0
20,2018,12,21,Fri,5,26,5.0
20,2018,12,21,Fri,5,26,15.0
20,2018,12,21,Fri,5,26,25.0
20,2018,12,21,Fri,5,26,35.0
21,2018,12,21,Fri,5,0,5.0
21,2018,12,21,Fri,5,0,15.0
21,2018,12,21,Fri,5,0,25.0
21,2018,12,21,Fri,5,0,35.0
22,2018,12,21,Fri,5,0,5.0
22,2018,12,21,Fri,5,0,15.0
22,2018,12,21,Fri,5,0,25.0
22,2018,12,21,Fri,5,0,35.0
23,2018,12,21,Fri,5,0,5.0
23,2018,12,21,Fri,5,0,15.0
23,2018,12,21,Fri,5,0,25.0
23,2018,12,21,Fri,5,0,35.0
24,2018,12,21,Fri,5,16,5.0
24,2018,12,21,Fri,5,16,15.0
24,2018,12,21,Fri,5,16,25.0
24,2018,12,21,Fri,5,15,35.0
25,2018,12,21,Fri,5,26,5.0
25,2018,12,21,Fri,5,26,15.0
25,2018,12,21,Fri,5,26,25.0
25,2018,12,21,Fri,5,26,35.0
