Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,12,31,Mon,1,0,5.0
1,2018,12,31,Mon,1,0,15.0
1,2018,12,31,Mon,1,0,25.0
1,2018,12,31,Mon,1,0,35.0
2,2018,12,31,Mon,1,0,5.0
2,2018,12,31,Mon,1,0,15.0
2,2018,12,31,Mon,1,0,25.0
2,2018,12,31,Mon,1,0,35.0
3,2018,12,31,Mon,1,59,5.0
3,2018,12,31,Mon,1,60,15.0
3,2018,12,31,Mon,1,59,25.0
3,2018,12,31,Mon,1,57,35.0
4,2018,12,31,Mon,1,2,5.0
4,2018,12,31,Mon,1,2,15.0
4,2018,12,31,Mon,1,2,25.0
4,2018,12,31,Mon,1,2,35.0
5,2018,12,31,Mon,1,95,5.0
5,2018,12,31,Mon,1,95,15.0
5,2018,12,31,Mon,1,95,25.0
5,2018,12,31,Mon,1,94,35.0
6,2018,12,31,Mon,1,0,5.0
6,2018,12,31,Mon,1,0,15.0
6,2018,12,31,Mon,1,0,25.0
6,2018,12,31,Mon,1,0,35.0
7,2018,12,31,Mon,1,0,5.0
7,2018,12,31,Mon,1,0,15.0
7,2018,12,31,Mon,1,0,25.0
7,2018,12,31,Mon,1,0,35.0
8,2018,12,31,Mon,1,28,5.0
8,2018,12,31,Mon,1,28,15.0
8,2018,12,31,Mon,1,27,25.0
8,2018,12,31,Mon,1,25,35.0
9,2018,12,31,Mon,1,26,5.0
9,2018,12,31,Mon,1,28,15.0
9,2018,12,31,Mon,1,29,25.0
9,2018,12,31,Mon,1,28,35.0
10,2018,12,31,Mon,1,40,5.0
10,2018,12,31,Mon,1,40,15.0
10,2018,12,31,Mon,1,38,25.0
10,2018,12,31,Mon,1,35,35.0
11,2018,12,31,Mon,1,0,5.0
11,2018,12,31,Mon,1,0,15.0
11,2018,12,31,Mon,1,0,25.0
11,2018,12,31,Mon,1,0,35.0
12,2018,12,31,Mon,1,0,5.0
12,2018,12,31,Mon,1,0,15.0
12,2018,12,31,Mon,1,0,25.0
12,2018,12,31,Mon,1,0,35.0
13,2018,12,31,Mon,1,33,5.0
13,2018,12,31,Mon,1,32,15.0
13,2018,12,31,Mon,1,30,25.0
13,2018,12,31,Mon,1,29,35.0
14,2018,12,31,Mon,1,25,5.0
14,2018,12,31,Mon,1,25,15.0
14,2018,12,31,Mon,1,24,25.0
14,2018,12,31,Mon,1,24,35.0
15,2018,12,31,Mon,1,43,5.0
15,2018,12,31,Mon,1,43,15.0
15,2018,12,31,Mon,1,41,25.0
15,2018,12,31,Mon,1,38,35.0
16,2018,12,31,Mon,1,0,5.0
16,2018,12,31,Mon,1,0,15.0
16,2018,12,31,Mon,1,0,25.0
16,2018,12,31,Mon,1,0,35.0
17,2018,12,31,Mon,1,0,5.0
17,2018,12,31,Mon,1,0,15.0
17,2018,12,31,Mon,1,0,25.0
17,2018,12,31,Mon,1,0,35.0
18,2018,12,31,Mon,1,5,5.0
18,2018,12,31,Mon,1,5,15.0
18,2018,12,31,Mon,1,4,25.0
18,2018,12,31,Mon,1,4,35.0
19,2018,12,31,Mon,1,17,5.0
19,2018,12,31,Mon,1,17,15.0
19,2018,12,31,Mon,1,17,25.0
19,2018,12,31,Mon,1,16,35.0
20,2018,12,31,Mon,1,32,5.0
20,2018,12,31,Mon,1,32,15.0
20,2018,12,31,Mon,1,32,25.0
20,2018,12,31,Mon,1,32,35.0
21,2018,12,31,Mon,1,0,5.0
21,2018,12,31,Mon,1,0,15.0
21,2018,12,31,Mon,1,0,25.0
21,2018,12,31,Mon,1,0,35.0
22,2018,12,31,Mon,1,0,5.0
22,2018,12,31,Mon,1,0,15.0
22,2018,12,31,Mon,1,0,25.0
22,2018,12,31,Mon,1,0,35.0
23,2018,12,31,Mon,1,0,5.0
23,2018,12,31,Mon,1,0,15.0
23,2018,12,31,Mon,1,0,25.0
23,2018,12,31,Mon,1,0,35.0
24,2018,12,31,Mon,1,17,5.0
24,2018,12,31,Mon,1,18,15.0
24,2018,12,31,Mon,1,18,25.0
24,2018,12,31,Mon,1,19,35.0
25,2018,12,31,Mon,1,26,5.0
25,2018,12,31,Mon,1,24,15.0
25,2018,12,31,Mon,1,22,25.0
25,2018,12,31,Mon,1,20,35.0
