Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,12,4,Tue,21,0,5.0
1,2018,12,4,Tue,21,0,15.0
1,2018,12,4,Tue,21,0,25.0
1,2018,12,4,Tue,21,0,35.0
2,2018,12,4,Tue,21,0,5.0
2,2018,12,4,Tue,21,0,15.0
2,2018,12,4,Tue,21,0,25.0
2,2018,12,4,Tue,21,0,35.0
3,2018,12,4,Tue,21,135,5.0
3,2018,12,4,Tue,21,130,15.0
3,2018,12,4,Tue,21,125,25.0
3,2018,12,4,Tue,21,118,35.0
4,2018,12,4,Tue,21,13,5.0
4,2018,12,4,Tue,21,13,15.0
4,2018,12,4,Tue,21,13,25.0
4,2018,12,4,Tue,21,12,35.0
5,2018,12,4,Tue,21,165,5.0
5,2018,12,4,Tue,21,161,15.0
5,2018,12,4,Tue,21,155,25.0
5,2018,12,4,Tue,21,149,35.0
6,2018,12,4,Tue,21,0,5.0
6,2018,12,4,Tue,21,0,15.0
6,2018,12,4,Tue,21,0,25.0
6,2018,12,4,Tue,21,0,35.0
7,2018,12,4,Tue,21,0,5.0
7,2018,12,4,Tue,21,0,15.0
7,2018,12,4,Tue,21,0,25.0
7,2018,12,4,Tue,21,0,35.0
8,2018,12,4,Tue,21,141,5.0
8,2018,12,4,Tue,21,138,15.0
8,2018,12,4,Tue,21,134,25.0
8,2018,12,4,Tue,21,128,35.0
9,2018,12,4,Tue,21,145,5.0
9,2018,12,4,Tue,21,141,15.0
9,2018,12,4,Tue,21,135,25.0
9,2018,12,4,Tue,21,128,35.0
10,2018,12,4,Tue,21,86,5.0
10,2018,12,4,Tue,21,80,15.0
10,2018,12,4,Tue,21,76,25.0
10,2018,12,4,Tue,21,70,35.0
11,2018,12,4,Tue,21,0,5.0
11,2018,12,4,Tue,21,0,15.0
11,2018,12,4,Tue,21,0,25.0
11,2018,12,4,Tue,21,0,35.0
12,2018,12,4,Tue,21,0,5.0
12,2018,12,4,Tue,21,0,15.0
12,2018,12,4,Tue,21,0,25.0
12,2018,12,4,Tue,21,0,35.0
13,2018,12,4,Tue,21,50,5.0
13,2018,12,4,Tue,21,49,15.0
13,2018,12,4,Tue,21,48,25.0
13,2018,12,4,Tue,21,46,35.0
14,2018,12,4,Tue,21,49,5.0
14,2018,12,4,Tue,21,48,15.0
14,2018,12,4,Tue,21,46,25.0
14,2018,12,4,Tue,21,44,35.0
15,2018,12,4,Tue,21,72,5.0
15,2018,12,4,Tue,21,68,15.0
15,2018,12,4,Tue,21,64,25.0
15,2018,12,4,Tue,21,60,35.0
16,2018,12,4,Tue,21,0,5.0
16,2018,12,4,Tue,21,0,15.0
16,2018,12,4,Tue,21,0,25.0
16,2018,12,4,Tue,21,0,35.0
17,2018,12,4,Tue,21,0,5.0
17,2018,12,4,Tue,21,0,15.0
17,2018,12,4,Tue,21,0,25.0
17,2018,12,4,Tue,21,0,35.0
18,2018,12,4,Tue,21,9,5.0
18,2018,12,4,Tue,21,9,15.0
18,2018,12,4,Tue,21,9,25.0
18,2018,12,4,Tue,21,9,35.0
19,2018,12,4,Tue,21,29,5.0
19,2018,12,4,Tue,21,28,15.0
19,2018,12,4,Tue,21,27,25.0
19,2018,12,4,Tue,21,26,35.0
20,2018,12,4,Tue,21,53,5.0
20,2018,12,4,Tue,21,51,15.0
20,2018,12,4,Tue,21,49,25.0
20,2018,12,4,Tue,21,47,35.0
21,2018,12,4,Tue,21,0,5.0
21,2018,12,4,Tue,21,0,15.0
21,2018,12,4,Tue,21,0,25.0
21,2018,12,4,Tue,21,0,35.0
22,2018,12,4,Tue,21,0,5.0
22,2018,12,4,Tue,21,0,15.0
22,2018,12,4,Tue,21,0,25.0
22,2018,12,4,Tue,21,0,35.0
23,2018,12,4,Tue,21,0,5.0
23,2018,12,4,Tue,21,0,15.0
23,2018,12,4,Tue,21,0,25.0
23,2018,12,4,Tue,21,0,35.0
24,2018,12,4,Tue,21,24,5.0
24,2018,12,4,Tue,21,24,15.0
24,2018,12,4,Tue,21,24,25.0
24,2018,12,4,Tue,21,23,35.0
25,2018,12,4,Tue,21,36,5.0
25,2018,12,4,Tue,21,34,15.0
25,2018,12,4,Tue,21,32,25.0
25,2018,12,4,Tue,21,30,35.0
