Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,12,12,Wed,5,0,5.0
1,2018,12,12,Wed,5,0,15.0
1,2018,12,12,Wed,5,0,25.0
1,2018,12,12,Wed,5,0,35.0
2,2018,12,12,Wed,5,0,5.0
2,2018,12,12,Wed,5,0,15.0
2,2018,12,12,Wed,5,0,25.0
2,2018,12,12,Wed,5,0,35.0
3,2018,12,12,Wed,5,86,5.0
3,2018,12,12,Wed,5,80,15.0
3,2018,12,12,Wed,5,76,25.0
3,2018,12,12,Wed,5,73,35.0
4,2018,12,12,Wed,5,6,5.0
4,2018,12,12,Wed,5,6,15.0
4,2018,12,12,Wed,5,5,25.0
4,2018,12,12,Wed,5,5,35.0
5,2018,12,12,Wed,5,67,5.0
5,2018,12,12,Wed,5,64,15.0
5,2018,12,12,Wed,5,61,25.0
5,2018,12,12,Wed,5,59,35.0
6,2018,12,12,Wed,5,0,5.0
6,2018,12,12,Wed,5,0,15.0
6,2018,12,12,Wed,5,0,25.0
6,2018,12,12,Wed,5,0,35.0
7,2018,12,12,Wed,5,0,5.0
7,2018,12,12,Wed,5,0,15.0
7,2018,12,12,Wed,5,0,25.0
7,2018,12,12,Wed,5,0,35.0
8,2018,12,12,Wed,5,65,5.0
8,2018,12,12,Wed,5,61,15.0
8,2018,12,12,Wed,5,58,25.0
8,2018,12,12,Wed,5,55,35.0
9,2018,12,12,Wed,5,64,5.0
9,2018,12,12,Wed,5,60,15.0
9,2018,12,12,Wed,5,56,25.0
9,2018,12,12,Wed,5,54,35.0
10,2018,12,12,Wed,5,41,5.0
10,2018,12,12,Wed,5,38,15.0
10,2018,12,12,Wed,5,34,25.0
10,2018,12,12,Wed,5,32,35.0
11,2018,12,12,Wed,5,0,5.0
11,2018,12,12,Wed,5,0,15.0
11,2018,12,12,Wed,5,0,25.0
11,2018,12,12,Wed,5,0,35.0
12,2018,12,12,Wed,5,0,5.0
12,2018,12,12,Wed,5,0,15.0
12,2018,12,12,Wed,5,0,25.0
12,2018,12,12,Wed,5,0,35.0
13,2018,12,12,Wed,5,27,5.0
13,2018,12,12,Wed,5,26,15.0
13,2018,12,12,Wed,5,25,25.0
13,2018,12,12,Wed,5,25,35.0
14,2018,12,12,Wed,5,28,5.0
14,2018,12,12,Wed,5,27,15.0
14,2018,12,12,Wed,5,26,25.0
14,2018,12,12,Wed,5,25,35.0
15,2018,12,12,Wed,5,27,5.0
15,2018,12,12,Wed,5,26,15.0
15,2018,12,12,Wed,5,24,25.0
15,2018,12,12,Wed,5,23,35.0
16,2018,12,12,Wed,5,0,5.0
16,2018,12,12,Wed,5,0,15.0
16,2018,12,12,Wed,5,0,25.0
16,2018,12,12,Wed,5,0,35.0
17,2018,12,12,Wed,5,0,5.0
17,2018,12,12,Wed,5,0,15.0
17,2018,12,12,Wed,5,0,25.0
17,2018,12,12,Wed,5,0,35.0
18,2018,12,12,Wed,5,6,5.0
18,2018,12,12,Wed,5,6,15.0
18,2018,12,12,Wed,5,7,25.0
18,2018,12,12,Wed,5,7,35.0
19,2018,12,12,Wed,5,19,5.0
19,2018,12,12,Wed,5,18,15.0
19,2018,12,12,Wed,5,18,25.0
19,2018,12,12,Wed,5,17,35.0
20,2018,12,12,Wed,5,25,5.0
20,2018,12,12,Wed,5,25,15.0
20,2018,12,12,Wed,5,24,25.0
20,2018,12,12,Wed,5,24,35.0
21,2018,12,12,Wed,5,0,5.0
21,2018,12,12,Wed,5,0,15.0
21,2018,12,12,Wed,5,0,25.0
21,2018,12,12,Wed,5,0,35.0
22,2018,12,12,Wed,5,0,5.0
22,2018,12,12,Wed,5,0,15.0
22,2018,12,12,Wed,5,0,25.0
22,2018,12,12,Wed,5,0,35.0
23,2018,12,12,Wed,5,0,5.0
23,2018,12,12,Wed,5,0,15.0
23,2018,12,12,Wed,5,0,25.0
23,2018,12,12,Wed,5,0,35.0
24,2018,12,12,Wed,5,16,5.0
24,2018,12,12,Wed,5,16,15.0
24,2018,12,12,Wed,5,16,25.0
24,2018,12,12,Wed,5,15,35.0
25,2018,12,12,Wed,5,25,5.0
25,2018,12,12,Wed,5,25,15.0
25,2018,12,12,Wed,5,24,25.0
25,2018,12,12,Wed,5,24,35.0
