Zone_ID,Year,Month,Day,Week,Hour,Predict_HireCount,Temp
1,2018,11,4,Sun,6,0,5.0
1,2018,11,4,Sun,6,0,15.0
1,2018,11,4,Sun,6,0,25.0
1,2018,11,4,Sun,6,0,35.0
2,2018,11,4,Sun,6,0,5.0
2,2018,11,4,Sun,6,0,15.0
2,2018,11,4,Sun,6,0,25.0
2,2018,11,4,Sun,6,0,35.0
3,2018,11,4,Sun,6,69,5.0
3,2018,11,4,Sun,6,64,15.0
3,2018,11,4,Sun,6,60,25.0
3,2018,11,4,Sun,6,56,35.0
4,2018,11,4,Sun,6,4,5.0
4,2018,11,4,Sun,6,3,15.0
4,2018,11,4,Sun,6,2,25.0
4,2018,11,4,Sun,6,2,35.0
5,2018,11,4,Sun,6,67,5.0
5,2018,11,4,Sun,6,66,15.0
5,2018,11,4,Sun,6,64,25.0
5,2018,11,4,Sun,6,63,35.0
6,2018,11,4,Sun,6,0,5.0
6,2018,11,4,Sun,6,0,15.0
6,2018,11,4,Sun,6,0,25.0
6,2018,11,4,Sun,6,0,35.0
7,2018,11,4,Sun,6,0,5.0
7,2018,11,4,Sun,6,0,15.0
7,2018,11,4,Sun,6,0,25.0
7,2018,11,4,Sun,6,0,35.0
8,2018,11,4,Sun,6,29,5.0
8,2018,11,4,Sun,6,27,15.0
8,2018,11,4,Sun,6,25,25.0
8,2018,11,4,Sun,6,23,35.0
9,2018,11,4,Sun,6,22,5.0
9,2018,11,4,Sun,6,19,15.0
9,2018,11,4,Sun,6,18,25.0
9,2018,11,4,Sun,6,16,35.0
10,2018,11,4,Sun,6,29,5.0
10,2018,11,4,Sun,6,27,15.0
10,2018,11,4,Sun,6,25,25.0
10,2018,11,4,Sun,6,22,35.0
11,2018,11,4,Sun,6,0,5.0
11,2018,11,4,Sun,6,0,15.0
11,2018,11,4,Sun,6,0,25.0
11,2018,11,4,Sun,6,0,35.0
12,2018,11,4,Sun,6,0,5.0
12,2018,11,4,Sun,6,0,15.0
12,2018,11,4,Sun,6,0,25.0
12,2018,11,4,Sun,6,0,35.0
13,2018,11,4,Sun,6,25,5.0
13,2018,11,4,Sun,6,25,15.0
13,2018,11,4,Sun,6,25,25.0
13,2018,11,4,Sun,6,25,35.0
14,2018,11,4,Sun,6,21,5.0
14,2018,11,4,Sun,6,21,15.0
14,2018,11,4,Sun,6,21,25.0
14,2018,11,4,Sun,6,20,35.0
15,2018,11,4,Sun,6,23,5.0
15,2018,11,4,Sun,6,21,15.0
15,2018,11,4,Sun,6,20,25.0
15,2018,11,4,Sun,6,19,35.0
16,2018,11,4,Sun,6,0,5.0
16,2018,11,4,Sun,6,0,15.0
16,2018,11,4,Sun,6,0,25.0
16,2018,11,4,Sun,6,0,35.0
17,2018,11,4,Sun,6,0,5.0
17,2018,11,4,Sun,6,0,15.0
17,2018,11,4,Sun,6,0,25.0
17,2018,11,4,Sun,6,0,35.0
18,2018,11,4,Sun,6,4,5.0
18,2018,11,4,Sun,6,4,15.0
18,2018,11,4,Sun,6,4,25.0
18,2018,11,4,Sun,6,4,35.0
19,2018,11,4,Sun,6,15,5.0
19,2018,11,4,Sun,6,14,15.0
19,2018,11,4,Sun,6,14,25.0
19,2018,11,4,Sun,6,14,35.0
20,2018,11,4,Sun,6,21,5.0
20,2018,11,4,Sun,6,20,15.0
20,2018,11,4,Sun,6,19,25.0
20,2018,11,4,Sun,6,18,35.0
21,2018,11,4,Sun,6,0,5.0
21,2018,11,4,Sun,6,0,15.0
21,2018,11,4,Sun,6,0,25.0
21,2018,11,4,Sun,6,0,35.0
22,2018,11,4,Sun,6,0,5.0
22,2018,11,4,Sun,6,0,15.0
22,2018,11,4,Sun,6,0,25.0
22,2018,11,4,Sun,6,0,35.0
23,2018,11,4,Sun,6,0,5.0
23,2018,11,4,Sun,6,0,15.0
23,2018,11,4,Sun,6,0,25.0
23,2018,11,4,Sun,6,0,35.0
24,2018,11,4,Sun,6,15,5.0
24,2018,11,4,Sun,6,15,15.0
24,2018,11,4,Sun,6,14,25.0
24,2018,11,4,Sun,6,14,35.0
25,2018,11,4,Sun,6,22,5.0
25,2018,11,4,Sun,6,21,15.0
25,2018,11,4,Sun,6,20,25.0
25,2018,11,4,Sun,6,18,35.0
